id|run|machine|start_time|end_time|data_block|wal_block|wal_segment|scale|mode|tps|time|wal_bytes|cpu_total_time|cpu_user_time|cpu_nice_time|cpu_system_time|cpu_iowait_time|cpu_steal_time|cpu_idle_time|dev_tps|dev_kbps|dev_rkbps|dev_wkbps|dev_dkbps|dev_areqsz|dev_aqusz|dev_await|dev_util|io_tps|io_rtps|io_wtps|io_dtps|io_bps|io_breadps|io_bwrtpns|io_bdscdps|mem_kbmemfree|mem_kbavail|mem_kbmemused|mem_memused_pct|mem_kbbuffers|mem_kbcached|mem_kbcommit|mem_commit_pct|mem_kbactive|mem_kbinact|mem_kbdirty|wal_diff|seconds|checkpoints_all|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_all|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|xact_commit|xact_rollback|blks_read|blks_hit|blks_hit_ratio|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|cpu_count|dev_count|io_count|mem_count|bgw_count|db_count
11|20220414-no-fpw|i5|1648844768|1648846568|8|8|16|250|rw|17707.812|1800.0735|8265004240|79|50|0|29|4|0|18|14168|146827|647|146180|0|10|17|1|100|34223|40|34183|0|297795|1649|296146|0|69389|6531762|224644|3|95|7565492|1218877|15|6237238|1404550|450663|8262153256|1799.4304201602936|3|3|0|1619138|1697|27041956|1746|893101|8931|26147109|0|33223735|31868088|0|33829983|319740543|90.4318995752490975|64197884|64102448|31860849|31860925|0|0|0|0|0|||0|0|28814834.326999992|18834982.295999996|7052880.124999999|3538|0|0|0|360|360|360|360|1761|1761
12|20220414-no-fpw|i5|1648846628|1648848429|8|8|16|250|rw|17776.285|1800.6376|8281552312|79|50|0|29|4|0|17|14289|147694|745|146949|0|10|17|1|100|34405|46|34359|0|299969|2236|297733|0|74748|6530576|224894|3|92|7556455|1218818|15|6235555|1397225|446865|8278672312|1799.4519119262695|3|3|0|1618445|1555|27166667|1489|893201|8932|26271977|0|33368002|31989932|0|33933400|320912343|90.4371404562686271|64429370|64346011|31982703|31982767|0|0|0|0|0|||0|0|28816873.173999995|18840427.545999996|7043003.714|3538|0|0|0|360|360|360|360|1761|1761
13|20220414-no-fpw|i5|1648848637|1648849537|8|8|16|1000|ro|49107.438|900.04724|5224|77|41|0|36|22|0|1|55729|534316|533960|356|0|10|12|0|100|56108|56088|20|0|1083987|1082619|1368|0|73209|6536631|219179|3|150|7532163|1217266|15|3486271|4120998|305|5224|899.5720760822296|1|1|0|1505|27|66971|15|609|5|66347|0|76529390|44167113|0|76518276|144711438|65.4122971925914075|44434684|44354534|0|0|0|0|0|0|0|||0|0|14402657.087000001|11280480.662|0|1787|0|0|0|180|180|180|180|882|882
14|20220414-no-fpw|i5|1648849597|1648850497|8|8|16|1000|ro|51334.168|900.0664|0|81|43|0|38|18|0|0|58509|561628|561625|3|0|10|13|0|100|58900|58900|1|0|1138930|1138918|12|0|68181|6536747|219198|3|148|7537050|1217350|15|3503572|4108615|157|0|899.2431139945984|2|2|0|0|0|0|0|0|0|0|0|79968714|46154778|0|79954371|151204824|65.4115550108227363|46360823|46339125|0|0|0|0|0|0|0|||0|0|14399329.918000001|11095839.994|0|1776|0|0|0|179|176|179|179|880|880
15|20220414-no-fpw|i5|1648850558|1648851458|8|8|16|1000|ro|52205.65|900.82635|0|83|44|0|39|17|0|0|59524|571163|571161|2|0|10|13|0|100|59914|59913|1|0|1158135|1158089|46|0|68073|6536209|218977|3|148|7537385|1217215|15|3504619|4107838|434|0|900.0442378520966|1|1|0|0|0|0|0|0|0|0|0|81390159|46975809|0|81377391|153886959|65.4102327870754749|47181854|47160156|0|0|0|0|0|0|0|||0|0|14410210.819000002|11002857.294|0|1776|0|0|0|180|180|180|180|880|880
16|20220414-no-fpw|i5|1648851518|1648853319|8|8|16|1000|rw|7298.0454|1800.0686|3678130544|41|23|0|18|25|0|34|17538|158905|82974|75931|0|9|13|1|100|25039|8797|16241|0|321594|168378|153216|0|68370|6534541|220775|3|148|7533986|1219521|15|3359291|4250945|375990|3677499152|1799.6510231494904|2|2|0|1079618|1350|14664322|1403|875617|8756|13787302|0|22995674|13141032|0|23480901|162998019|87.4082813220925990|28541774|26652405|13133766|13133872|0|0|0|0|0|||0|0|28816550.78000001|25576932.995|2052851.5629999998|3546|0|0|0|360|360|360|360|1765|1765
17|20220414-no-fpw|i5|1648853379|1648855179|8|8|16|1000|rw|7563.6543|1800.0547|3549924488|41|23|0|18|26|0|33|17353|157710|85584|72126|0|9|12|1|100|25159|9069|16090|0|319295|173764|145531|0|69738|6532270|220445|3|148|7531131|1219257|15|3366879|4240471|382455|3549557280|1799.8201050758362|3|3|0|1617314|1169|13699273|2393|880000|8800|12816880|0|23853501|13617919|0|24124022|154884742|86.5235525563429956|27833813|27600281|13610682|13610722|0|0|0|0|0|||0|0|28819002.049999997|25499811.699|2105586.601|3546|0|0|0|360|360|360|360|1765|1765
18|20220414-no-fpw|i5|1648855239|1648857039|8|8|16|1000|rw|7557.059|1800.3447|3546680792|41|23|0|18|26|0|33|17249|156850|84990|71860|0|9|12|1|100|25058|9013|16045|0|317832|172917|144915|0|69083|6534290|220552|3|148|7530062|1219207|15|3367740|4238597|390383|3546263632|1799.80441904068|3|3|0|1618899|1324|13660980|2012|880300|8803|12778668|0|23804890|13605576|0|24030218|154799440|86.5625096705156144|27792715|27574764|13598345|13598373|0|0|0|0|0|||0|0|28818286.711999997|25487225.796000004|2113179.9970000004|3546|0|0|0|360|360|360|360|1765|1765
19|20220414-no-fpw|i5|1648857226|1648858126|32|8|16|50|ro|122912.65|900.04694|3576|99|76|0|23|0|0|1|5|1054|0|1054|0|18|0|1|0|11|0|11|0|4295|2|4293|0|4961266|6845815|217848|3|208|2699876|1199764|15|867112|1909231|6112|3576|899.0023939609528|1|1|0|59296|9|7666|592|0|0|7074|0|23366|110458377|0|23355|442109997|99.9947176570384584|110696345|110618525|0|0|0|0|0|0|0|||0|0|14404882.22|1259825.835|0|1667|0|0|0|181|181|181|181|822|822
20|20220414-no-fpw|i5|1648858186|1648859087|32|8|16|50|ro|122962.51|900.0427|0|99|76|0|23|0|0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|7|0|7|0|4955279|6842066|217615|3|208|2706283|1199409|15|1623284|1159172|100|0|900.0658638477325|2|2|0|0|0|0|0|0|0|0|0|0|110668930|0|0|442970849|100.0000000000000000|110847209|110826574|0|0|0|0|0|0|0|||0|0|14426672.734000001|1252020.154|0|1661|0|0|0|181|181|181|181|820|820
21|20220414-no-fpw|i5|1648859147|1648860048|32|8|16|50|ro|121755.72|901.7584|0|99|76|0|23|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|87|0|87|0|4935064|6841936|217763|3|208|2726404|1199793|15|1623336|1179374|704|0|900.2153120040894|1|1|0|0|0|0|0|0|0|0|0|0|109584287|0|0|438633548|100.0000000000000000|109763192|109742552|0|0|0|0|0|0|0|||0|0|14426790.318000004|1272942.113|0|1668|0|0|0|180|180|180|180|826|826
22|20220414-no-fpw|i5|1648860108|1648861908|32|8|16|50|rw|18803.652|1800.0682|8789966128|84|59|0|25|3|0|13|3665|36715|65|36650|0|10|0|0|100|25591|2|25589|0|79081|131|78950|0|1312557|6568560|226513|3|206|6333793|1202022|15|2332141|4079800|19353|8783401472|1798.636596918106|2|2|0|1078828|49|154112|48406|51037|170|54669|0|55256|33824862|0|268236|375621990|99.9286398045369767|68464261|67994391|33817559|33817777|0|0|0|0|0|||0|0|28803340.814000003|17842780.382999998|7770841.255|3536|0|0|0|360|360|360|360|1760|1760
23|20220414-no-fpw|i5|1648861969|1648863769|32|8|16|50|rw|18659.865|1800.0548|8647835272|85|60|0|25|3|0|12|3666|35959|343|35616|0|10|0|0|100|25543|11|25531|0|75908|706|75202|0|66283|6552702|224546|3|201|7574233|1201994|15|3442760|4209747|22400|8647204192|1799.8631539344788|3|3|0|1619329|94|211096|69819|59410|181|81867|0|53622|33586023|0|242067|371322435|99.9348519574133053|67618588|67512231|33578747|33578899|0|0|0|0|0|||0|0|28820361.24499999|17819314.505000003|7825762.596999999|3538|0|0|0|360|360|360|360|1761|1761
24|20220414-no-fpw|i5|1648863829|1648865629|32|8|16|50|rw|18594.771|1800.6401|8606442720|85|60|0|25|3|0|12|3663|36326|696|35630|0|10|1|0|100|25486|18|25469|0|76977|1749|75228|0|68725|6552627|224668|3|191|7566511|1201939|15|3915576|3729194|21775|8605775520|1799.8510611057281|3|3|0|1619304|65|215647|68847|55772|62|91028|0|53370|33471955|0|201593|369843735|99.9455220793923927|67353365|67283744|33464686|33464826|0|0|0|0|0|||0|0|28823108.269999996|17777070.818000004|7844987.037000002|3538|0|0|0|360|360|360|360|1761|1761
25|20220414-no-fpw|i5|1648865720|1648866620|32|8|16|250|ro|84434.44|900.0534|2672|100|64|0|36|0|0|0|16|1369|557|812|0|3|0|0|0|23|13|10|0|4254|1187|3067|0|470009|6547844|229050|3|188|7163088|1199807|15|4862956|2376465|661|2672|898.9628899097443|1|1|0|1|41|5109|0|150|1|4959|0|78300245|75887176|0|78278710|225564197|74.2371112846152436|76123547|76044299|0|0|0|0|0|0|0|||0|0|14414559.306000002|3177170.3109999998|0|1635|0|0|0|180|180|180|180|806|806
26|20220414-no-fpw|i5|1648866680|1648867580|32|8|16|250|ro|84932.9|900.0543|0|99|63|0|36|0|0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|8|1|7|0|475768|6547603|229230|3|188|7157002|1199762|15|4870876|2362456|101|0|899.2599370479584|2|2|0|0|0|0|0|0|0|0|0|78790584|76377970|0|78779843|227020961|74.2381831671050806|76553043|76532245|0|0|0|0|0|0|0|||0|0|14423195.682|3060544.248|0|1626|0|0|0|180|180|180|180|805|805
27|20220414-no-fpw|i5|1648867640|1648868542|32|8|16|250|ro|84935.5|901.31445|0|100|64|0|36|0|0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|64|1|63|0|458508|6541077|231808|3|188|7171617|1199463|15|4871371|2376473|531|0|899.6795439720154|1|1|0|0|0|0|0|0|0|0|0|78829169|76378586|0|78783331|227020649|74.2373101226478478|76554043|76533241|0|0|0|0|0|0|0|||0|0|14422045.415|2826498.5990000004|0|1630|0|0|0|181|181|181|181|807|807
28|20220414-no-fpw|i5|1648868602|1648870402|32|8|16|250|rw|12119.261|1800.0449|5797708104|62|38|0|24|8|0|29|9515|327985|1|327984|0|34|48|5|100|24339|0|24339|0|684490|3|684487|0|77803|6546909|229801|3|142|7552924|1202387|15|5429304|2201864|533285|5795564928|1799.342957019806|2|2|0|1079336|1177|18848247|114|882521|8825|17965612|0|22557710|21811860|0|22984840|222562911|90.6393604069295670|44869844|43962713|21804601|21804725|0|0|0|0|0|||0|0|28816306.802|20945902.006|5671952.647|3538|0|0|0|360|360|360|360|1761|1761
29|20220414-no-fpw|i5|1648870462|1648872262|32|8|16|250|rw|12080.579|1800.0736|5679454992|64|39|0|25|8|0|29|9480|325216|216|325000|0|34|48|5|100|24419|5|24415|0|678875|594|678281|0|68798|6547775|229127|3|113|7560047|1201988|15|6438387|1199737|527905|5678498968|1799.636295080185|3|3|0|1618121|1323|18676339|194|883100|8831|17793045|0|22581983|21744221|0|23020982|219281941|90.4990902647922246|44343306|43823098|21736986|21737060|0|0|0|0|0|||0|0|28818380.437999994|20825007.677|5782381.451|3538|0|0|0|360|360|360|360|1761|1761
30|20220414-no-fpw|i5|1648872322|1648874122|32|8|16|250|rw|12123.78|1800.4716|5658603480|64|39|0|25|8|0|28|9424|322846|1014|321832|0|34|46|5|100|24479|32|24447|0|673820|2242|671578|0|69062|6560854|216058|3|92|7571104|1201845|15|6487431|1161607|529638|5658069888|1799.8392360210419|3|3|0|1619136|1610|18490184|138|883002|8830|17607044|0|22622281|21825187|0|22941884|219149757|90.5234712337713469|44285616|43983254|21817962|21818014|0|0|0|0|0|||0|0|28821556.546000004|20748397.312999994|5850158.816999998|3538|0|0|0|360|360|360|360|1761|1761
31|20220414-no-fpw|i5|1648874341|1648875241|32|8|16|1000|ro|21029.055|900.0326|7016|48|21|0|27|51|0|1|26273|981695|980854|841|0|38|23|1|100|28320|28297|23|0|2166355|2163060|3295|0|77589|6569643|207008|3|149|7536158|1199475|15|3072497|4539638|185|7016|900.0911819934845|1|1|0|703|104|3753|7|182|1|3564|0|32757736|18930059|0|32755240|43286067|56.9244121487811881|19181639|19101489|0|0|0|0|0|0|0|||0|0|14414887.165|13664871.082|0|1787|0|0|0|181|181|181|181|881|881
32|20220414-no-fpw|i5|1648875301|1648876201|32|8|16|1000|ro|21126.111|900.0797|0|48|21|0|27|51|0|1|26476|986425|986425|0|0|37|23|1|99|28511|28511|1|0|2174679|2174672|7|0|70338|6570080|206759|3|148|7543848|1199086|15|3085946|4533744|99|0|900.0761041641235|2|2|0|0|0|0|0|0|0|0|0|32907692|19017309|0|32905159|43480058|56.9220848060168501|19207724|19186024|0|0|0|0|0|0|0|||0|0|14414735.161999999|13661375.685|0|1779|0|0|0|181|181|181|181|881|881
33|20220414-no-fpw|i5|1648876261|1648877161|32|8|16|1000|ro|21103.668|900.3994|0|48|21|0|27|51|0|1|26487|987048|987048|0|0|37|23|1|99|28523|28522|1|0|2176121|2176100|21|0|70059|6569593|207201|3|148|7543653|1199789|15|3084038|4535745|210|0|899.0335609912872|1|1|0|0|0|0|0|0|0|0|0|32833319|18967366|0|32817075|43368014|56.9245433315697774|19157589|19135891|0|0|0|0|0|0|0|||0|0|14392450.540000003|13613530.355999999|0|1776|0|0|0|180|180|180|180|880|880
34|20220414-no-fpw|i5|1648877221|1648879021|32|8|16|1000|rw|4208.02|1800.0507|2122429304|29|15|0|14|34|0|37|10544|353966|209831|144135|0|33|24|2|99|15317|6059|9258|0|765401|466209|299192|0|68814|6566588|210059|3|148|7541266|1201878|15|2953590|4665280|385771|2121831296|1799.3809640407562|2|2|0|1079087|862|8099277|175|852088|8520|7247014|0|13125830|7578390|0|13219423|76325592|85.2371201233256815|16402304|15494886|7571126|7571228|0|0|0|0|0|||0|0|28811415.560999997|27050657.758|1033139.245|3546|0|0|0|361|361|361|361|1765|1765
35|20220414-no-fpw|i5|1648879082|1648880882|32|8|16|1000|rw|4243.976|1800.0775|2026709784|29|15|0|14|34|0|37|10463|351334|214383|136951|0|34|22|2|100|15269|6187|9082|0|760843|476571|284272|0|68268|6566349|210334|3|148|7540624|1201959|15|2936278|4682181|357712|2026709688|1800.4407148361206|3|3|0|1618450|2042|7667659|304|854878|8548|6812477|0|13270773|7646499|0|13416939|72628053|84.4070657825152683|15892817|15626414|7639246|7639286|0|0|0|0|0|||0|0|28826730.504000008|27038999.755999997|1052352.071|3553|0|0|0|360|360|360|360|1766|1766
36|20220414-no-fpw|i5|1648880942|1648882742|32|8|16|1000|rw|4263.2373|1800.2399|2050603880|29|15|0|14|34|0|36|10586|355199|215881|139318|0|34|22|2|100|15430|6234|9196|0|768892|479883|289009|0|68286|6566340|210371|3|148|7539940|1201961|15|2934356|4683335|384039|2049788616|1799.3934350013733|3|3|0|1618109|1758|7802574|276|853855|8537|6948443|0|13336131|7677127|0|13483220|73395430|84.4803988091435583|16048383|15685961|7669898|7669926|0|0|0|0|0|||0|0|28813833.301|27006282.921000004|1060477.033|3546|0|0|0|360|360|360|360|1765|1765
37|20220414-no-fpw|i5|1648882934|1648883834|1|8|16|50|ro|123972.95|900.0609|4936|99|76|0|23|0|0|0|3|537|0|537|0|13|0|1|0|4|0|4|0|2259|1|2258|0|4595975|6608383|221709|3|200|3052030|1385181|17|1047904|2089228|167|4936|899.2063789367676|1|1|0|0|0|371127|9653|0|0|361474|0|818161|111466667|0|818065|668512377|99.8777786055037969|111752975|111673996|0|0|0|0|0|0|0|||0|0|14413457.799999999|1302552.0380000002|0|1667|0|0|0|180|180|180|180|822|822
38|20220414-no-fpw|i5|1648883894|1648884794|1|8|16|50|ro|124504.65|900.0459|232|99|76|0|23|0|0|0|0|7|0|7|0|7|0|0|0|2|0|2|0|21|0|21|0|4588217|6602584|221593|3|200|3060010|1385172|17|1976607|1168515|108|232|899.8797209262848|2|2|0|539724|13|5242|5242|0|0|0|0|0|112013811|0|0|672584711|100.0000000000000000|112239556|112218607|0|0|0|0|0|0|0|||0|0|14422225.275000002|1300818.2889999999|0|1662|0|0|0|180|180|180|180|823|823
39|20220414-no-fpw|i5|1648884854|1648885756|1|8|16|50|ro|123413.73|901.7568|0|99|76|0|23|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|87|0|87|0|4567932|6602582|221642|3|200|3080273|1385174|17|1976636|1188746|696|0|899.8341670036316|1|1|0|0|0|0|0|0|0|0|0|0|111032401|0|0|666696251|100.0000000000000000|111258146|111237197|0|0|0|0|0|0|0|||0|0|14422354.543000001|1302076.1919999998|0|1662|0|0|0|180|180|180|180|823|823
40|20220414-no-fpw|i5|1648885816|1648887616|1|8|16|50|rw|20213.867|1800.0472|12104750272|83|55|0|28|3|0|14|4604|44409|106|44303|0|10|1|0|99|26675|26|26648|0|93516|214|93302|0|864807|6370469|231968|3|197|6761193|1402061|18|2556574|4291687|80341|12104039600|1799.8560218811035|2|2|0|1079280|210|7349850|1396624|846534|8465|5106692|0|3674388|36385095|0|5476324|698182131|99.2217354938199385|79110903|73224677|36378373|36377961|594|0|0|0|0|||0|0|28823050.261|18321879.555999998|7178354.505999999|3538|0|0|0|361|361|361|361|1761|1761
41|20220414-no-fpw|i5|1648887676|1648889476|1|8|16|50|rw|20369.201|1800.0856|11090377376|84|55|0|29|3|0|13|5107|44440|207|44233|0|9|1|0|100|27517|50|27467|0|91122|417|90705|0|66783|6360561|230911|3|196|7549600|1401514|18|2949479|4687183|108804|11088599000|1799.6529841423035|3|3|0|1618829|395|9598752|1901025|896500|8965|6801227|0|4387467|36657507|0|7378756|652459173|98.8817320624198310|75987462|73763802|36650582|36650345|379|0|0|0|0|||0|0|28817475.728999987|18103199.512|7337772.547|3536|0|0|0|361|361|361|361|1760|1760
42|20220414-no-fpw|i5|1648889536|1648891337|1|8|16|50|rw|20393.613|1800.7094|10846871032|84|55|0|29|3|0|13|5165|44731|401|44330|0|9|1|0|100|27520|35|27486|0|92345|1148|91197|0|74458|6359897|231715|3|184|7535511|1401862|18|3317177|4305380|113155|10846871032|1800.241621017456|3|3|0|1618697|562|10004651|1787816|896700|8967|7320135|0|4566585|36716234|0|8144114|642407724|98.7481222057511119|75099440|73882073|36709250|36709053|319|0|0|0|0|||0|0|28829158.346|18116972.732|7327442.403999999|3538|0|0|0|361|361|361|361|1761|1761
43|20220414-no-fpw|i5|1648891446|1648892347|1|8|16|250|ro|107014.26|900.0471|7392|99|73|0|26|0|0|1|192|2036|1178|858|0|3|0|1|1|200|188|12|0|6080|2376|3704|0|99556|6332216|231740|3|228|7510941|1384898|17|5351426|2244697|645|7392|899.9255111217499|1|1|0|1272|8|332789|12|861|7|331916|0|106589288|96280549|0|106576955|471641949|81.5680611161754753|96567109|96486659|0|0|0|0|0|0|0|||0|0|14424326.877|1613288.056|0|1657|0|0|0|181|181|181|181|817|817
44|20220414-no-fpw|i5|1648892407|1648893307|1|8|16|250|ro|106927.32|900.0443|0|100|74|0|26|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|7|0|7|0|97547|6324415|230113|3|228|7514477|1385186|17|5409141|2190554|103|0|900.2598130702972|2|2|0|0|0|0|0|0|0|0|0|106229960|96237019|0|106227838|471694728|81.6190188358209913|96462326|96441180|0|0|0|0|0|0|0|||0|0|14429200.185|1557933.221|0|1657|0|0|0|180|180|180|180|818|818
45|20220414-no-fpw|i5|1648893367|1648894268|1|8|16|250|ro|106729.64|901.5957|0|100|74|0|26|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|78|0|78|0|79855|6351975|233060|3|228|7529245|1385212|17|5409416|2205039|636|0|900.5971100330353|1|1|0|0|0|0|0|0|0|0|0|106039682|96059540|0|106037560|470819165|81.6180421576952232|96284490|96263349|0|0|0|0|0|0|0|||0|0|14429140.862000003|1538047.3969999999|0|1654|0|0|0|180|180|180|180|819|819
46|20220414-no-fpw|i5|1648894328|1648896129|1|8|16|250|rw|17475.832|1800.0781|9678201456|81|51|0|30|4|0|15|17245|108107|542|107565|0|7|12|1|100|37431|93|37338|0|225476|1276|224200|0|66970|6352644|238248|3|120|7534496|1445991|18|5790111|1837657|438240|9675671096|1799.506896018982|2|2|0|1079148|1013|50885123|60987|880732|8807|49943404|0|41676417|31449323|0|57656980|510805728|89.8573856844801154|69249901|63337384|31442391|31442172|291|0|0|0|0|||0|0|28816773.834000006|18330212.283|7415163.834|3534|0|0|0|360|360|360|360|1759|1759
