run|machine|data_block|wal_block|wal_segment|scale|mode|runs|tps|base_tps|wal_bytes|cpu_total_time|cpu_user_time|cpu_nice_time|cpu_system_time|cpu_iowait_time|cpu_steal_time|cpu_idle_time|dev_tps|dev_kbps|dev_rkbps|dev_wkbps|dev_dkbps|dev_areqsz|dev_aqusz|dev_await|dev_util|io_tps|io_bps|io_rtps|io_wtps|io_dtps|io_breadps|io_bwrtpns|io_bdscdps|mem_kbmemfree|mem_kbavail|mem_kbmemused|mem_memused_pct|mem_kbbuffers|mem_kbcached|mem_kbcommit|mem_commit_pct|mem_kbactive|mem_kbinact|mem_kbdirty|wal_diff|seconds|checkpoints_all|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_all|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|xact_commit|xact_rollback|blks_read|blks_hit|blks_hit_ratio|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|cpu_count|dev_count|io_count|mem_count|bgw_count|db_count
20220130-no-fpw|xeon|4|1|16|100|ro|3|522574|549307|197|82|64|0|18|0|0|18|6|411|0|411|0|19|0|0|0|8|972|0|8|0|1|972|0|59330080|62874689|444729|1|37292|5317418|8957700|14|2876922|2540995|2414|197|900|1|1|0|141354|0|222145|1212|0|0|220934|0|18728|468195766|0|18709|2341403179|99.9992018633067626|468442664|468402867|0|0|0|0|0|0|0|||0|0|28807162|8141837|0|1789|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|4|2|16|100|ro|3|526269|549307|312|82|64|0|18|0|0|18|6|409|0|409|0|19|0|0|0|8|978|0|8|0|1|977|0|59405299|62872212|445752|1|51809|5310671|8957541|14|2894827|2531437|2943|312|900|1|1|0|141298|0|222146|1212|0|0|220934|0|18728|470237220|0|18709|2351611034|99.9992082860068831|470484382|470444582|0|0|0|0|0|0|0|||0|0|28817132|8090570|0|1792|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|4|4|16|100|ro|3|533626|549307|195|81|64|0|18|0|0|18|6|403|0|403|0|19|0|0|0|8|1077|0|8|0|1|1076|0|59461571|62876487|441814|1|37159|5288115|8957663|14|2878582|2511510|2467|195|899|1|1|0|141254|0|222142|1208|0|0|220934|0|18727|476671829|0|18709|2383782749|99.9992202157928701|476918386|476878593|0|0|0|0|0|0|0|||0|0|28787172|8000407|0|1786|0|0|0|181|181|181|181|876|876
20220130-no-fpw|xeon|4|8|16|100|ro|3|518938|549307|1045|82|64|0|18|0|0|19|8|634|0|634|0|19|0|0|0|10|1538|0|10|0|1|1538|0|59418174|62872642|446540|1|55324|5292817|8957708|14|2898858|2513075|3206|1045|900|1|1|0|141354|0|222142|1209|0|0|220934|0|18728|463855861|0|18709|2319703658|99.9991981383891238|464102760|464062963|0|0|0|0|0|0|0|||0|0|28807173|8095957|0|1789|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|4|16|16|100|ro|3|506898|549307|2267|81|64|0|18|0|0|19|8|620|0|620|0|19|0|0|0|10|1475|0|10|0|1|1474|0|59454564|62873169|444893|1|40467|5286504|8957208|14|2882786|2507931|2909|2267|900|1|1|0|141376|0|222142|1208|0|0|220934|0|18727|453905416|0|18709|2269951433|99.9991757484301067|454152315|454112518|0|0|0|0|0|0|0|||0|0|28807138|8197417|0|1789|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|4|32|16|100|ro|3|527548|549307|9043|81|64|0|18|0|0|19|6|435|0|435|0|19|0|0|0|9|1150|0|9|0|9|1140|0|59422374|62871517|447351|1|51417|5304334|8957704|14|2896584|2523549|2926|9043|900|1|1|0|141327|0|222142|1208|0|0|220934|0|18728|473331793|0|18709|2367083314|99.9992107050385877|473578691|473538894|0|0|0|0|0|0|0|||0|0|28807117|8004538|0|1789|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|4|64|16|100|ro|3|529547|549307|12611|82|64|0|18|0|0|18|6|406|0|406|0|19|0|0|0|8|971|0|8|0|0|970|0|59449578|62878957|440441|1|45848|5290510|8957637|14|2888373|2511205|2407|12611|899|1|1|0|141277|0|222142|1208|0|0|220934|0|18726|473489998|0|18709|2367873596|99.9992108776235434|473736555|473696762|0|0|0|0|0|0|0|||0|0|28787149|7954592|0|1786|0|0|0|181|181|181|181|876|876
20220130-no-fpw|xeon|8|1|16|100|ro|3|542826|549307|195|81|63|0|18|0|0|19|6|406|0|406|0|19|0|0|0|8|968|0|8|0|0|967|0|59631551|63074862|431711|1|57615|5088327|8774108|13|2732436|2479529|3012|195|900|1|1|0|72172|0|109155|520|0|0|108635|0|9279|484901617|0|9263|1939991624|99.9995225441222683|485127226|485087431|0|0|0|0|0|0|0|||0|0|28792133|7853055|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|8|2|16|100|ro|3|548066|549307|667|81|63|0|18|0|0|19|8|600|0|600|0|19|0|0|0|11|1401|0|10|0|23|1378|0|59632447|63062758|443863|1|71555|5074863|8774282|13|2750595|2462211|2663|667|900|1|1|0|72170|0|109152|517|0|0|108635|0|9279|490596127|0|9263|1962769664|99.9995298631142683|490821736|490781941|0|0|0|0|0|0|0|||0|0|28792055|7787780|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|8|4|16|100|ro|3|531551|549307|275|81|63|0|18|0|0|18|5|283|0|283|0|19|0|0|0|7|719|0|7|0|1|718|0|59681732|63065517|441951|1|40731|5064118|8774299|13|2714975|2456581|2206|275|900|1|1|0|72166|0|109155|520|0|0|108635|0|9279|475905299|0|9263|1904006498|99.9995158071218030|476130978|476091183|0|0|0|0|0|0|0|||0|0|28802858|7812570|0|1788|0|0|0|180|180|180|180|877|877
20220130-no-fpw|xeon|8|8|16|100|ro|3|549307|549307|107|81|63|0|18|0|0|19|8|672|0|672|0|19|0|0|0|10|1566|0|10|0|0|1566|0|59438801|63065716|441388|1|251546|5084369|8774166|13|2887341|2512819|3113|107|900|1|1|0|72133|0|109155|520|0|0|108635|0|9277|489545926|0|9263|1958569005|99.9995257224993834|489771604|489731809|0|0|0|0|0|0|0|||0|0|28802571|7782486|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|8|16|16|100|ro|3|541437|549307|4171|81|63|0|18|0|0|19|8|660|0|660|0|19|0|0|0|10|1526|0|10|0|4|1521|0|59692250|63070755|435078|1|44812|5053084|8774144|13|2722143|2442394|2734|4171|899|1|1|0|72206|0|109152|517|0|0|108635|0|9278|484229424|0|9263|1937302705|99.9995224633133665|484454963|484415169|0|0|0|0|0|0|0|||0|0|28781479|7862323|0|1787|0|0|0|181|181|181|181|876|876
20220130-no-fpw|xeon|8|32|16|100|ro|3|548600|549307|3776|81|63|0|18|0|0|19|7|473|0|473|0|18|0|0|0|9|1107|0|9|0|1|1106|0|59618855|63067704|439286|1|57790|5055530|8773407|13|2738323|2440299|305|3776|900|1|1|0|72204|0|109156|521|0|0|108635|0|9276|491392669|0|9263|1965955980|99.9995306055460677|491618348|491578553|0|0|0|0|0|0|0|||0|0|28802797|7741004|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|8|64|16|100|ro|3|549740|549307|17317|81|63|0|18|0|0|19|6|353|0|353|0|19|0|0|0|8|888|0|8|0|1|887|0|59664158|63066503|440320|1|57779|5053696|8774122|13|2730725|2447733|2216|17317|900|1|1|0|72166|0|109155|520|0|0|108635|0|9279|493248829|0|9263|1973380618|99.9995316985065541|493474508|493434713|0|0|0|0|0|0|0|||0|0|28802751|7744943|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|16|1|16|100|ro|3|518561|549307|315|82|64|0|18|0|0|19|8|675|0|675|0|18|0|0|0|10|1582|0|10|0|1|1581|0|59736613|63155814|439687|1|51338|4997129|8688360|13|2646636|2469828|2575|315|900|1|1|0|37776|0|54050|175|0|0|53874|0|4675|464180838|0|4670|1857046801|99.9997497830506166|464390684|464350889|0|0|0|0|0|0|0|||0|0|28802593|8039311|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|16|2|16|100|ro|3|534294|549307|147|82|64|0|18|0|0|18|6|335|0|335|0|18|0|0|0|8|830|0|8|0|1|829|0|59769571|63162478|432139|1|47656|4980803|8688623|13|2638619|2457704|2111|147|900|1|1|0|37776|0|54050|176|0|0|53874|0|4675|476646483|0|4670|1906909382|99.9997558567041006|476856330|476816535|0|0|0|0|0|0|0|||0|0|28802605|7996472|0|1788|0|0|0|180|180|180|180|877|877
20220130-no-fpw|xeon|16|4|16|100|ro|3|536216|549307|1211|82|64|0|18|0|0|18|6|339|0|339|0|18|0|0|0|8|844|0|8|0|1|844|0|59722926|63162340|433860|1|40685|4963669|8688580|13|2634824|2437635|2115|1211|900|1|1|0|37777|0|54050|176|0|0|53874|0|4675|480066796|0|4670|1920590634|99.9997564069563603|480276643|480236848|0|0|0|0|0|0|0|||0|0|28802583|7885377|0|1788|0|0|0|180|180|180|180|877|877
20220130-no-fpw|xeon|16|8|16|100|ro|3|538377|549307|2083|81|63|0|18|0|0|19|8|609|0|609|0|18|0|0|0|10|1497|0|10|0|1|1496|0|59680357|63160675|435887|1|40947|4959168|8688359|13|2631495|2436632|2855|2083|900|1|1|0|37774|0|54050|176|0|0|53874|0|4674|479228634|0|4670|1917237986|99.9997572860636818|479438481|479398686|0|0|0|0|0|0|0|||0|0|28797177|7935478|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|16|16|16|100|ro|3|535919|549307|3205|81|63|0|18|0|0|19|8|585|0|585|0|18|0|0|0|10|1372|0|10|0|4|1368|0|59747013|63156707|440487|1|38192|4958762|8688302|13|2627873|2437746|3425|3205|900|1|1|0|37741|0|54047|173|0|0|53874|0|4675|481022297|0|4670|1924412640|99.9997576163959909|481232144|481192349|0|0|0|0|0|0|0|||0|0|28796542|7897056|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|16|32|16|100|ro|3|531385|549307|7195|81|63|0|18|0|0|19|8|657|0|657|0|18|0|0|0|11|1563|0|11|0|1|1562|0|59696564|63156818|438300|1|47369|4963779|8688301|13|2639773|2438105|2590|7195|900|1|1|0|37743|0|54046|172|0|0|53874|0|4675|475275865|0|4670|1901426912|99.9997544592832037|475485712|475445917|0|0|0|0|0|0|0|||0|0|28796568|7974230|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|16|64|16|100|ro|3|524833|549307|3923|81|64|0|18|0|0|18|6|384|0|384|0|18|0|0|0|8|943|0|8|0|1|942|0|59770730|63163396|432408|1|56707|4964910|8688299|13|2651230|2436674|2543|3923|900|1|1|0|37776|0|54050|176|0|0|53874|0|4675|469525152|0|4670|1878424060|99.9997526823397452|469734999|469695204|0|0|0|0|0|0|0|||0|0|28802584|7809033|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|1|16|100|ro|3|532823|549307|283|82|64|0|18|0|0|19|7|550|0|550|0|18|0|0|0|10|1256|0|10|0|0|1255|0|59803221|63210676|439465|1|45088|4938911|8642100|13|2593085|2458882|2507|283|900|1|1|0|0|0|26773|50|0|0|26722|0|2377|478069485|0|2374|1912593428|99.9998760311568559|478278948|478239153|0|0|0|0|0|0|0|||0|0|28802542|7967682|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|2|16|100|ro|3|542402|549307|355|81|63|0|18|0|0|19|7|599|0|599|0|18|0|0|0|10|1388|0|10|0|0|1388|0|59813322|63206500|435019|1|39817|4928194|8650491|13|2584488|2454083|2506|355|900|1|1|0|0|0|26771|48|0|0|26722|0|2377|486633701|0|2374|1946850289|99.9998783533725832|486843163|486803368|0|0|0|0|0|0|0|||0|0|28802515|7784887|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|4|16|100|ro|3|539558|549307|1363|81|63|0|18|0|0|19|7|594|0|594|0|18|0|0|0|10|1494|0|10|0|1|1493|0|59799187|63197168|444226|1|42491|4928619|8650472|13|2589709|2451810|2479|1363|900|1|1|0|0|0|26771|49|0|0|26722|0|2377|484804508|0|2374|1939533517|99.9998777584488382|485013970|484974175|0|0|0|0|0|0|0|||0|0|28802587|7873429|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|8|16|100|ro|3|544100|549307|2443|81|63|0|18|0|0|19|7|587|0|587|0|18|0|0|0|10|1487|0|10|0|1|1486|0|59806644|63202784|438145|1|46789|4932331|8650248|13|2593731|2454570|2536|2443|900|1|1|0|0|0|26770|48|0|0|26722|0|2377|487369147|0|2374|1949792076|99.9998783784266435|487578610|487538815|0|0|0|0|0|0|0|||0|0|28791123|7822567|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|16|16|100|ro|3|553795|549307|5027|81|63|0|18|0|0|19|8|651|0|651|0|18|0|0|0|10|1555|0|10|0|1|1554|0|59820343|63208028|432996|1|51743|4933639|8650011|13|2600188|2453855|2465|5027|900|1|1|0|0|0|26770|48|0|0|26722|0|2378|494285356|0|2374|1977456909|99.9998800221321072|494494818|494455023|0|0|0|0|0|0|0|||0|0|28787749|7925837|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|32|16|100|ro|3|549142|549307|4317|81|63|0|18|0|0|19|5|329|0|329|0|18|0|0|0|8|819|0|8|0|2|817|0|59672287|63199386|440415|1|170233|4942412|8652442|13|2721629|2460911|2128|4317|900|1|1|0|0|0|26771|49|0|0|26722|0|2376|492233164|0|2374|1969248144|99.9998796556100961|492442627|492402832|0|0|0|0|0|0|0|||0|0|28789766|7805081|0|1788|0|0|0|181|181|181|181|877|877
20220130-no-fpw|xeon|32|64|16|100|ro|3|537427|549307|1376|82|64|0|18|0|0|18|6|371|0|371|0|18|0|0|0|8|900|0|8|0|1|899|0|59695402|63200900|439471|1|44492|4930299|8650633|13|2590696|2453766|2487|1376|900|1|1|0|0|0|26771|49|0|0|26722|0|2378|481879488|0|2374|1927833438|99.9998769360347492|482088951|482049156|0|0|0|0|0|0|0|||0|0|28796501|7832526|0|1788|0|0|0|180|180|180|180|877|877
20220130-no-fpw|xeon|1|1|16|100|rw|3|84161|88464|42984009899|72|50|0|22|0|0|28|24307|141248|3091|138157|0|6|2|0|99|24310|282551|768|23541|0|6182|276369|0|10080303|55386418|897679|1|120770|53090307|10127311|15|11154000|42136247|128566|42972844093|1800|2|2|0|1348756|98|22766847|9457985|440157|4382|12868705|0|8103929|149433526|0|10412034|2484228080|99.5829913419115802|355646846|300053459|149311894|149310334|1608|0|0|0|0|||0|0|57601402|28810749|17681593|3555|0|0|0|360|360|360|360|1761|1761
20220130-no-fpw|xeon|1|2|16|100|rw|3|85691|88464|43156480120|72|50|0|22|0|0|28|24716|143166|2928|140238|0|6|2|0|100|24719|286390|701|24017|0|5856|280533|0|10187691|55359723|911765|1|126643|52966779|10129010|15|11446884|41727406|129698|43148841928|1800|2|2|0|1349402|114|23086464|9434597|447827|4407|13204040|0|8282775|152503500|0|11017747|2526969952|99.5663514864006788|364840786|306238921|152374056|152372546|1556|0|0|0|0|||0|0|57607558|28858562|17746217|3557|0|0|0|360|360|360|360|1762|1762
20220130-no-fpw|xeon|1|4|16|100|rw|3|85657|88464|42959256091|72|50|0|22|0|0|27|24191|141169|462|140708|0|6|2|0|100|24194|282396|28|24165|0|926|281470|0|10317414|55357913|911769|1|127658|52839727|10129295|15|11468291|41579380|128810|42946315371|1800|2|2|0|1349645|97|23121101|9454909|457858|4512|13208335|0|8291517|152662355|0|11006977|2529508593|99.5669918727205914|365009935|306555621|152533292|152531784|1553|0|0|0|0|||0|0|57602204|28637940|17820361|3556|0|0|0|360|360|360|360|1761|1761
20220130-no-fpw|xeon|1|8|16|100|rw|3|83996|88464|42425047923|71|49|0|22|0|0|29|21865|215894|116|215778|0|10|2|0|100|21867|431842|23|21844|0|232|431609|0|10371438|55394390|892427|1|129562|52795603|10129083|15|11399511|41605411|127482|42401711349|1799|2|2|0|1349332|120|22771417|9323744|352481|3359|13095191|0|8178810|150537989|0|11303326|2503925494|99.5510805975370096|363698303|302342234|150403256|150401672|1633|0|0|0|0|||0|0|57587409|29307650|17388644|3557|0|0|0|360|360|360|360|1761|1761
20220130-no-fpw|xeon|1|16|16|100|rw|3|82308|88464|41403335600|69|48|0|21|1|0|31|18431|330253|364|329889|0|18|2|0|100|18434|660563|23|18411|0|731|659832|0|10964091|55416364|896310|1|134195|52211215|10130753|15|11021639|41405269|122120|41392829509|1800|2|2|0|1349325|124|22319549|9355124|420666|4042|12543759|0|8005034|146852657|0|10017833|2449193228|99.5924589120954132|348519031|294863636|146735899|146734318|1631|0|0|0|0|||0|0|57607042|30561945|16541427|3555|0|0|0|360|360|360|360|1761|1761
20220130-no-fpw|xeon|1|32|16|100|rw|3|78184|88464|39711906160|66|45|0|20|1|0|34|14503|487253|342|486911|0|33|2|0|100|14506|974588|85|14420|0|685|973904|0|11843766|55481780|875990|1|118288|51383556|10129674|15|10977746|40605332|115865|39704433875|1800|2|2|0|1349062|97|21367457|8869462|402797|3872|12095198|0|7613619|140416309|0|10877222|2359276786|99.5415870727624945|340184813|282058274|140288788|140287132|1710|0|0|0|0|||0|0|57613823|32659378|15220727|3557|0|0|0|360|359|360|360|1762|1762
20220130-no-fpw|xeon|1|64|16|100|rw|3|70559|88464|36205256584|57|40|0|18|1|0|42|9646|623888|32|623856|0|65|2|0|100|9648|1247830|8|9640|0|65|1247765|0|14335008|55626480|842006|1|114477|48982982|10126474|15|10752816|38427059|103430|36191283280|1799|2|2|0|1349118|97|19348023|8522334|387858|3875|10437831|0|6915998|126618667|0|9559840|2147592915|99.5575220924338429|297832071|254263653|126525122|126523349|1834|0|0|0|0|||0|0|57600728|36804682|12509927|3553|0|0|0|360|360|360|360|1760|1760
20220130-no-fpw|xeon|2|1|16|100|rw|3|88414|88464|45315757736|71|50|0|21|0|0|28|24964|145511|4031|141480|0|6|3|0|99|24966|291079|992|23974|0|8064|283016|0|10072755|56124683|868695|1|155078|53079696|9377472|14|10883081|42439318|138362|45299027875|1799|2|2|0|1348992|82|12347542|4906351|513913|5129|6927278|0|4235718|157720343|0|6554548|2226390013|99.7068112402494761|335122235|316075216|157687221|157686241|1110|0|0|0|0|||0|0|57603992|28074438|18155315|3542|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|2|2|16|100|rw|3|88239|88464|44613720157|72|50|0|21|0|0|28|24865|144469|3986|140483|0|6|2|0|99|24867|288998|987|23880|0|7976|281023|0|10246460|56127922|864488|1|126370|52930755|9377200|14|10829121|42317528|136099|44606297875|1800|2|2|0|1348963|128|12232736|4847078|518466|5178|6867192|0|4220570|157326345|0|6575032|2219857909|99.7048570405537664|335817136|315309348|157289457|157288476|1111|0|0|0|0|||0|0|57619413|28154982|18128568|3543|0|0|0|360|360|360|360|1755|1755
20220130-no-fpw|xeon|2|4|16|100|rw|3|87726|88464|44260077845|72|51|0|21|0|0|28|24088|140774|242|140532|0|6|3|0|100|24090|281604|60|24030|0|484|281120|0|10394266|56137533|859758|1|117174|52798445|9376133|14|10720931|42283304|135160|44248838312|1800|2|2|0|1348905|130|12244142|4875096|527691|5268|6841355|0|4201385|156781519|0|6416467|2212494105|99.7111497102146199|331065223|314165371|156753778|156752782|1128|0|0|0|0|||0|0|57615504|28002560|18196345|3542|0|0|0|361|361|361|361|1755|1755
